24,0,29,50
40,0,15,10,57
36,0,42,30
54,0,38
47,1,40
54,0,55
27,0,30,5,40
27,0,36,29,46
40,1,13,4
33,0,33
23,0,28
49,1,22,4,3
3,0,12,5,42
40,1,32
17,0,2,0,18
53,0,35,35
48,0,22,52,44
31,0,34
47,1,28
18,0,8
49,1,19,3
45,0,5,34
11,0,40
24,0,9,44
47,1,57
26,0,5
6,1
25,1
47,1
49,1
14,1
4,1
40,1
13,1
4,1
3,1
19,1
