14,0,11
13,0,19,16,15
22,0,55,40,52
25,1,31,4
9,0,10
2,0,27,18,29
51,0,58,55
19,0,33
39,0,24
21,0,25
22,0,42,4,58
28,0,11,1
37,0,7,19
42,0,47,44,11
35,0,47
57,0,57
52,0,8,58,55
54,0,28
0,0,34
43,0,24,22,36
26,0,17,16,13
50,0,46
39,0,56
26,0,57
8,1,29
17,0,4,50,42
24,1
48,1
30,1
56,1
49,1
8,1
58,1
25,1
7,1
23,1
4,1
