20,0,49,14
26,0,56
47,0,14,27,14
32,0,53,10
6,0,27,49
24,1,47,22
20,0,26,35
3,0,13,32,55
31,1,28
50,0,36,54
26,0,29,1,56
12,0,54,0,45
46,0,9
46,0,1
16,0,28,7
38,0,41,25
37,1,40,3
56,0,52,8,13
49,0,12,31,54
4,0,52,23
40,1,52
34,0,28,11,35
55,0,38,13,51
4,0,19,0
31,1,52,49,12
33,0,37
31,1
24,1
37,1
43,1
48,1
28,1
40,1
3,1
52,1
52,1
12,1
