8,0,55,49
49,0,16,35,36
46,1,36,8,21
17,0,27,51,13
45,0,5,49,14
22,0,30,24
57,0,1
10,0,57
34,0,57
10,0,41,36,17
34,0,8
37,0,35,44,4
43,1,18
0,0,55,30
51,1,19,20
43,1,50
43,1,48,41
26,0,31
18,0,13
43,1,38
28,0,47
41,1,46,35,5
33,1,2,18,34
43,1,35
52,1,41
28,0,23,24,8
10,0,44
33,1
51,1
7,1
23,1
38,1
19,1
20,1
50,1
41,1
38,1
35,1
