"Name","URL","Rating"
"Rick Roll!", "https://youtu.be/dQw4w9WgXcQ?si=ZZvbawUJ2yeRH1ae","General"
"Goatse (Russian)", "https://goatse.ru/", "NSFW"
"Rick Roll!", "https://youtu.be/dQw4w9WgXcQ?si=ZZvbawUJ2yeRH1ae","General"
"Goatse (Russian)", "https://goatse.ru/", "NSFW"
